annotation_id,annotator,categories,comment,created_at,id,lead_time,rating,updated_at,Вопрос решен,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Нравится скорость отработки заявок,Понравилось выполнение заявки
147,1,Понравилось выполнение заявки,спасибо большое всех благ и процветание вашей компании,2025-05-16T16:25:50.132983Z,3893860,66.675,5,2025-05-16T16:25:50.132983Z,0,0,0,0,1
148,1,Нравится качество работы сотрудников,спасибо электрику,2025-05-16T16:25:59.140741Z,3893967,8.636,5,2025-05-16T16:25:59.140741Z,0,0,1,0,0
149,1,Нравится качество выполнения заявки,всё грамотно по полочкам объяснил,2025-05-16T16:26:18.484435Z,3894064,18.969,5,2025-05-16T16:26:18.484435Z,0,1,0,0,0
150,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",благодарю за быстро и качественно оказанную услугу,2025-05-16T16:26:35.675497Z,3894130,16.812,5,2025-05-16T16:26:35.675497Z,0,1,0,1,0
151,1,Нравится скорость отработки заявок,спасибо за оперативное решение вопроса,2025-05-16T16:26:41.252619Z,3894191,5.205,5,2025-05-16T16:26:41.252619Z,0,0,0,1,0
152,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",огромное спасибо быстро и качественно,2025-05-16T16:26:48.947131Z,3894326,7.29,5,2025-05-16T16:26:48.947131Z,0,1,0,1,0
153,1,Нравится качество работы сотрудников,спасибо за ремонт,2025-05-16T16:26:52.877693Z,3894440,3.568,5,2025-05-16T16:26:52.877693Z,0,0,1,0,0
154,1,Нравится качество работы сотрудников,благодарю менеджера татьяну,2025-05-16T16:26:57.111936Z,3894680,3.871,5,2025-05-16T16:26:57.111936Z,0,0,1,0,0
155,1,Нравится качество работы сотрудников,благодарю менеджера,2025-05-16T16:27:01.265865Z,3894684,3.384,5,2025-05-16T16:27:01.265865Z,0,0,1,0,0
156,1,Нравится качество работы сотрудников,сотрудники молодцы,2025-05-16T16:27:04.563006Z,3894714,2.839,5,2025-05-16T16:27:04.563006Z,0,0,1,0,0
157,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",оперативно и качественно браво,2025-05-16T16:27:08.905083Z,3894893,3.924,5,2025-05-16T16:27:08.905083Z,0,1,0,1,0
158,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",спасибо огромное оперативно и качественно решили проблему,2025-05-16T16:27:13.983852Z,3894902,4.666,5,2025-05-16T16:27:13.983852Z,0,1,0,1,0
159,1,Понравилось выполнение заявки,поднималась сегодня с утра запаха нет совсем спасибо большое,2025-05-16T16:27:24.865220Z,3895042,10.493,5,2025-05-16T16:27:24.865220Z,0,0,0,0,1
160,1,Нравится качество работы сотрудников,специалист проконсультировал сориентировал по срокам,2025-05-16T16:27:30.627998Z,3895051,5.409,5,2025-05-16T16:27:30.627998Z,0,0,1,0,0
161,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",спасибо быстро и качественно,2025-05-16T16:27:34.314022Z,3895064,3.242,5,2025-05-16T16:27:34.314022Z,0,1,0,1,0
162,1,Нравится скорость отработки заявок,быстро и оперативно,2025-05-16T16:27:39.800548Z,3895519,5.084,5,2025-05-16T16:27:39.800548Z,0,0,0,1,0
163,1,Нравится скорость отработки заявок,оперативно пока работает,2025-05-16T16:27:43.859825Z,3895624,3.679,5,2025-05-16T16:27:43.859825Z,0,0,0,1,0
164,1,Нравится качество работы сотрудников,лика спасибо вам за оперативный ответ и подробные разъяснения по работе с приложением,2025-05-16T16:27:53.779573Z,3895634,9.429,5,2025-05-16T16:27:53.779573Z,0,0,1,0,0
165,1,Нравится качество работы сотрудников,отличный сотрудник,2025-05-16T16:27:56.347417Z,3895794,2.192,5,2025-05-16T16:27:56.347417Z,0,0,1,0,0
166,1,Нравится качество работы сотрудников,спасибо мастеру олегу,2025-05-16T16:27:59.903688Z,3895805,3.184,5,2025-05-16T16:27:59.903688Z,0,0,1,0,0
167,1,Вопрос решен,для точной оценки нужно пережить зиму и понять лучше стало или нет,2025-05-16T16:28:19.109513Z,3895874,18.728,5,2025-05-16T16:28:19.109513Z,1,0,0,0,0
168,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",спасибо большое за оперативность уже оценили песочек очень хороший чистый дети были очень рады что в песочнице достаточное количество песка,2025-05-16T16:28:39.371519Z,3895925,19.767,5,2025-05-16T16:28:39.371519Z,0,1,0,1,0
169,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",быстро качественно,2025-05-16T16:28:43.465925Z,3896179,3.624,5,2025-05-16T16:28:43.465925Z,0,1,0,1,0
170,1,Нравится скорость отработки заявок,спасибо большое всё решили быстро,2025-05-16T16:28:46.927719Z,3896191,3.025,5,2025-05-16T16:28:46.927719Z,0,0,0,1,0
171,1,Нравится скорость отработки заявок,оперативно быстро,2025-05-16T16:28:51.120832Z,3896230,3.598,5,2025-05-16T16:28:51.120832Z,0,0,0,1,0
172,1,"{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки""]}",оказали не только услугу по приобретению ключа но ещё установили приложение ук самолёт,2025-05-16T16:29:15.465650Z,3896480,23.81,5,2025-05-16T16:29:15.465650Z,0,0,1,0,1
173,1,Нравится качество работы сотрудников,приходил мастер все отрегулировал большое спасибо,2025-05-16T16:29:20.006699Z,3896509,4.119,5,2025-05-16T16:29:20.006699Z,0,0,1,0,0
174,1,Нравится скорость отработки заявок,оперативно,2025-05-16T16:29:23.962832Z,3896614,3.571,5,2025-05-16T16:29:23.962832Z,0,0,0,1,0
175,1,Понравилось выполнение заявки,спасибо за консультацию,2025-05-16T16:29:28.243829Z,3896717,3.896,5,2025-05-16T16:29:28.243829Z,0,0,0,0,1
176,1,Вопрос решен,парни установщики отработали на а вот упаковка не очень тк не полный комплект фурнитуры отсутствовали в комплекте нижняя ответка пришлось колхозить и отпиливать кусок от старой ответки а также шурупы отсутствовали,2025-05-16T16:30:17.114467Z,3896735,48.45,5,2025-05-16T16:30:17.114467Z,1,0,0,0,0
177,1,Вопрос решен,спасибо всё хорошо,2025-05-16T16:30:23.987786Z,3896818,6.469,5,2025-05-16T16:30:23.987786Z,1,0,0,0,0
178,1,Вопрос решен,все ок,2025-05-16T16:30:27.595705Z,3896822,3.152,5,2025-05-16T16:30:27.595705Z,1,0,0,0,0
179,1,Вопрос решен,сразу бы так,2025-05-16T16:30:30.714530Z,3896870,20.43,5,2025-05-16T16:30:54.684668Z,1,0,0,0,0
180,1,Нравится качество выполнения заявки,ответ получен спасибо что результатом стало уточнение и меня поняли,2025-05-16T16:31:26.544344Z,3896928,23.719,5,2025-05-16T16:31:26.544344Z,0,1,0,0,0
181,1,"{""choices"":[""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",благодарю за обратную связь за возможность добавить необходимый документ в лк приложения и тем самым решить вопрос не посещая клиентский офис при звонке было вежливое доброжелательное отношение,2025-05-16T16:31:56.791220Z,3896945,29.819,5,2025-05-16T16:31:56.791220Z,0,1,1,0,0
182,1,Другое,прислали на следующий день,2025-05-16T16:32:06.864271Z,3896981,9.688,5,2025-05-16T16:32:06.864271Z,0,0,0,0,0
183,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",очень быстро отреагировали работа качественная,2025-05-16T16:32:13.031357Z,3897000,5.781,5,2025-05-16T16:32:13.031357Z,0,1,0,1,0
184,1,Другое,ну устранено,2025-05-16T16:32:18.348391Z,3897003,4.947,1,2025-05-16T16:32:18.348391Z,0,0,0,0,0
185,1,"{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки""]}",спасибо за подсказки и внимательное отношение,2025-05-16T16:32:27.007582Z,3897016,8.295,5,2025-05-16T16:32:27.007582Z,0,0,1,0,1
186,1,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}",сантехник связался сразу вопрос решен,2025-05-16T16:32:42.896445Z,3897067,15.531,5,2025-05-16T16:32:42.896445Z,1,0,1,0,0
187,1,Нравится качество работы сотрудников,спасибо технику,2025-05-16T16:32:46.212824Z,3897113,2.924,5,2025-05-16T16:32:46.212824Z,0,0,1,0,0
